data,produto,categoria,loja,cidade,preco,quantidade,desconto,cliente
2023-04-16,Refrigerante,Bebidas,Loja B,Curitiba,36.28,17,0.15,Ana Carolina Souza
2023-02-20,Detergente,Limpeza,Loja C,Curitiba,41.5,4,0.25,Thales das Neves
2023-08-13,Papel Higiênico,Higiene,Loja A,Rio de Janeiro,42.24,16,0.1,Esther Porto
2023-09-16,Detergente,Limpeza,Loja A,Curitiba,20.5,14,0.11,Pedro da Costa
2023-12-07,Sabonete,Higiene,Loja B,Belo Horizonte,40.0,5,0.24,Yuri das Neves
2023-07-31,Papel Higiênico,Higiene,Loja D,Curitiba,47.36,15,0.04,Emanuella Alves
2023-01-06,Queijo,Laticínios,Loja A,São Paulo,18.9,13,0.29,Miguel Silva
2023-03-26,Papel Higiênico,Higiene,Loja A,Belo Horizonte,38.68,5,0.27,Alícia da Rosa
2023-01-30,Queijo,Laticínios,Loja C,Belo Horizonte,21.89,18,0.26,Nathan Costela
2023-06-10,Refrigerante,Bebidas,Loja A,Curitiba,45.31,20,0.28,Lorena da Paz
2023-12-25,Papel Higiênico,Higiene,Loja D,Rio de Janeiro,44.72,20,0.24,Dr. Benjamin Moura
2023-11-30,Leite,Laticínios,Loja C,Belo Horizonte,39.44,10,0.03,Vitor Gabriel Rocha
2023-10-03,Refrigerante,Bebidas,Loja D,Rio de Janeiro,27.46,18,0.09,Sr. Danilo Dias
2023-02-17,Queijo,Laticínios,Loja C,Curitiba,38.58,6,0.01,Ana Júlia Silveira
2023-10-04,Macarrão,Alimentos,Loja C,Rio de Janeiro,42.11,10,0.22,Dra. Beatriz Freitas
2023-09-16,Feijão,Alimentos,Loja A,Curitiba,15.21,17,0.11,Davi Luiz da Conceição
2023-01-25,Feijão,Alimentos,Loja D,Curitiba,29.9,1,0.14,Cauê Cunha
2023-05-01,Macarrão,Alimentos,Loja B,Curitiba,17.06,19,0.2,Sr. Ian da Cunha
2023-07-13,Queijo,Laticínios,Loja B,São Paulo,18.41,19,0.06,Luiz Miguel Barros
2023-07-04,Leite,Laticínios,Loja A,Rio de Janeiro,36.45,14,0.02,Diogo Carvalho
2023-02-01,Papel Higiênico,Higiene,Loja B,Belo Horizonte,13.09,3,0.11,Srta. Lorena Dias
2023-09-27,Papel Higiênico,Higiene,Loja D,Curitiba,30.46,14,0.3,Yago das Neves
2023-12-19,Leite,Laticínios,Loja D,Rio de Janeiro,9.78,5,0.15,João Guilherme Peixoto
2023-08-23,Detergente,Limpeza,Loja A,Rio de Janeiro,24.41,2,0.22,Natália Cunha
2023-10-14,Refrigerante,Bebidas,Loja A,Belo Horizonte,8.19,12,0.17,Gabriel Cavalcanti
2023-01-21,Queijo,Laticínios,Loja B,São Paulo,20.46,12,0.09,Joana Santos
2023-09-06,Arroz,Alimentos,Loja B,Rio de Janeiro,39.84,14,0.01,Bryan da Luz
2023-06-06,Café,Bebidas,Loja B,Rio de Janeiro,41.5,16,0.0,Isabelly Cunha
2023-10-08,Refrigerante,Bebidas,Loja A,São Paulo,22.63,19,0.09,Vinicius Teixeira
2023-08-20,Refrigerante,Bebidas,Loja D,Belo Horizonte,42.22,20,0.04,Luiz Gustavo Costela
2023-03-12,Queijo,Laticínios,Loja D,Belo Horizonte,34.36,5,0.26,Heitor Barbosa
2023-06-16,Feijão,Alimentos,Loja D,Belo Horizonte,13.94,13,0.1,Benjamin Oliveira
2023-01-24,Leite,Laticínios,Loja C,São Paulo,43.7,1,0.17,Pietra Farias
2023-12-29,Café,Bebidas,Loja A,São Paulo,12.04,20,0.16,Anthony da Cunha
2023-01-28,Macarrão,Alimentos,Loja B,Belo Horizonte,26.62,1,0.04,Eloah Nascimento
2023-09-30,Detergente,Limpeza,Loja A,Curitiba,39.98,8,0.25,Brenda Campos
2023-10-24,Leite,Laticínios,Loja A,Curitiba,21.88,2,0.15,João Lucas da Cruz
2023-01-12,Refrigerante,Bebidas,Loja D,Rio de Janeiro,22.5,17,0.1,Antônio da Costa
2023-05-12,Feijão,Alimentos,Loja A,São Paulo,28.46,10,0.04,Alana Cavalcanti
2023-05-11,Feijão,Alimentos,Loja B,Curitiba,47.75,6,0.02,Alícia da Mata
2023-06-16,Detergente,Limpeza,Loja A,São Paulo,17.01,4,0.1,Thomas Nunes
2023-07-31,Refrigerante,Bebidas,Loja C,Belo Horizonte,47.25,4,0.02,Sra. Milena da Rocha
2023-05-03,Macarrão,Alimentos,Loja B,Belo Horizonte,26.91,17,0.12,Davi Lucas Melo
2023-02-28,Café,Bebidas,Loja A,Curitiba,24.85,14,0.02,Bryan Aragão
2023-01-15,Papel Higiênico,Higiene,Loja B,São Paulo,15.65,19,0.2,Natália Mendes
2023-05-07,Queijo,Laticínios,Loja B,Curitiba,29.71,15,0.03,Dr. Juan Fogaça
2023-11-22,Queijo,Laticínios,Loja B,Rio de Janeiro,20.55,6,0.23,João Felipe Caldeira
2023-10-03,Papel Higiênico,Higiene,Loja D,São Paulo,3.05,15,0.29,Bruno Moura
2023-11-14,Café,Bebidas,Loja B,São Paulo,5.83,16,0.08,Maria Cecília Teixeira
2023-05-09,Papel Higiênico,Higiene,Loja C,Rio de Janeiro,30.5,17,0.08,Dr. Kevin da Conceição
2023-03-24,Queijo,Laticínios,Loja A,Curitiba,7.22,4,0.25,Alícia da Rocha
2023-10-12,Café,Bebidas,Loja D,Rio de Janeiro,31.69,11,0.27,Rafaela Mendes
2023-06-25,Café,Bebidas,Loja D,Curitiba,14.56,11,0.1,Giovanna Barbosa
2023-08-24,Macarrão,Alimentos,Loja C,São Paulo,45.96,5,0.19,Giovanna Pereira
2023-01-02,Macarrão,Alimentos,Loja D,São Paulo,45.37,6,0.12,Caroline Silveira
2023-12-23,Leite,Laticínios,Loja D,São Paulo,40.0,3,0.16,Bryan Lima
2023-12-10,Leite,Laticínios,Loja A,Curitiba,48.69,13,0.25,Otávio Oliveira
2023-07-03,Papel Higiênico,Higiene,Loja B,São Paulo,8.86,12,0.28,Ana Carolina Costela
2023-08-16,Arroz,Alimentos,Loja B,São Paulo,38.65,12,0.06,Daniel Aragão
2023-11-11,Café,Bebidas,Loja B,Rio de Janeiro,49.07,12,0.01,Otávio Barbosa
2023-09-10,Macarrão,Alimentos,Loja B,São Paulo,12.22,13,0.03,Beatriz das Neves
2023-05-23,Macarrão,Alimentos,Loja D,Rio de Janeiro,28.93,19,0.2,Rafael Moreira
2023-11-05,Macarrão,Alimentos,Loja B,São Paulo,30.64,3,0.04,Ana Clara da Mota
2023-10-19,Sabonete,Higiene,Loja C,Rio de Janeiro,42.84,1,0.3,Sr. Noah da Luz
2023-12-21,Queijo,Laticínios,Loja C,Belo Horizonte,3.09,14,0.19,Carolina Araújo
2023-11-29,Arroz,Alimentos,Loja C,Belo Horizonte,42.68,14,0.08,Sra. Cecília Ferreira
2023-12-15,Queijo,Laticínios,Loja D,Belo Horizonte,19.99,2,0.27,Lorenzo Jesus
2023-04-25,Arroz,Alimentos,Loja C,Belo Horizonte,28.02,11,0.0,Ana Carolina Porto
2023-04-10,Refrigerante,Bebidas,Loja A,São Paulo,49.54,8,0.29,Sofia Aragão
2023-08-05,Feijão,Alimentos,Loja B,Rio de Janeiro,10.73,10,0.02,Felipe Pereira
2023-11-17,Feijão,Alimentos,Loja A,Belo Horizonte,23.3,1,0.18,Lorena Silveira
2023-11-17,Refrigerante,Bebidas,Loja C,Rio de Janeiro,8.07,8,0.29,Sophia Castro
2023-01-28,Refrigerante,Bebidas,Loja B,São Paulo,39.46,20,0.13,Srta. Alana Rodrigues
2023-02-18,Leite,Laticínios,Loja A,São Paulo,48.8,2,0.11,Lucas Gabriel Correia
2023-12-22,Feijão,Alimentos,Loja B,São Paulo,46.2,15,0.02,Ana Luiza Santos
2023-11-09,Papel Higiênico,Higiene,Loja A,São Paulo,34.85,18,0.02,Ana Vitória da Mata
2023-07-15,Papel Higiênico,Higiene,Loja A,Belo Horizonte,13.96,20,0.24,Yasmin Lopes
2023-11-16,Arroz,Alimentos,Loja D,Belo Horizonte,24.82,14,0.26,João Felipe Melo
2023-11-14,Feijão,Alimentos,Loja C,São Paulo,24.34,11,0.18,Sr. Pedro Nogueira
2023-02-25,Feijão,Alimentos,Loja A,São Paulo,30.87,7,0.27,Emanuel Peixoto
2023-03-06,Queijo,Laticínios,Loja C,Curitiba,22.79,20,0.13,João Felipe Cavalcanti
2023-05-05,Detergente,Limpeza,Loja A,São Paulo,9.0,19,0.13,Emilly Moura
2023-11-30,Refrigerante,Bebidas,Loja C,Rio de Janeiro,9.93,10,0.18,Dra. Maysa das Neves
2023-05-30,Refrigerante,Bebidas,Loja A,Rio de Janeiro,5.69,17,0.25,Marcos Vinicius Cavalcanti
2023-10-14,Arroz,Alimentos,Loja D,Curitiba,12.18,7,0.19,Clarice Ferreira
2023-04-14,Feijão,Alimentos,Loja C,Rio de Janeiro,34.39,15,0.18,Bruna Pereira
2023-06-19,Macarrão,Alimentos,Loja C,Curitiba,22.68,6,0.03,Dra. Mariane Cavalcanti
2023-01-22,Leite,Laticínios,Loja B,São Paulo,33.02,8,0.14,João Felipe Pires
2023-04-20,Sabonete,Higiene,Loja D,Curitiba,40.94,13,0.06,João Lucas Cardoso
2023-04-05,Arroz,Alimentos,Loja C,São Paulo,6.47,1,0.17,Gustavo Henrique Azevedo
2023-03-14,Café,Bebidas,Loja D,Rio de Janeiro,32.67,12,0.01,Bryan das Neves
2023-01-16,Sabonete,Higiene,Loja B,Curitiba,11.18,9,0.22,Dr. Pedro das Neves
2023-06-23,Queijo,Laticínios,Loja B,Rio de Janeiro,12.21,6,0.25,Sabrina Duarte
2023-02-21,Arroz,Alimentos,Loja B,Belo Horizonte,33.78,4,0.1,Sra. Nina Costela
2023-04-18,Café,Bebidas,Loja D,Rio de Janeiro,20.37,12,0.2,Otávio da Conceição
2023-09-27,Macarrão,Alimentos,Loja D,São Paulo,8.57,5,0.24,Sr. Vitor Teixeira
2023-04-09,Queijo,Laticínios,Loja D,Curitiba,17.94,14,0.29,Alexandre da Paz
2023-05-06,Arroz,Alimentos,Loja B,Curitiba,40.11,11,0.07,Cauê Silva
2023-11-19,Café,Bebidas,Loja B,Belo Horizonte,12.83,3,0.24,Sr. Carlos Eduardo Ferreira
2023-12-06,Macarrão,Alimentos,Loja A,Rio de Janeiro,26.9,17,0.11,Bianca Dias
2023-09-23,Leite,Laticínios,Loja B,Curitiba,36.49,17,0.21,Miguel da Rosa
2023-09-11,Leite,Laticínios,Loja C,Belo Horizonte,32.99,19,0.19,João Felipe Fogaça
2023-04-17,Sabonete,Higiene,Loja B,Belo Horizonte,43.57,13,0.07,Sr. Luiz Miguel da Mata
2023-08-06,Papel Higiênico,Higiene,Loja B,Curitiba,14.96,3,0.04,Otávio Teixeira
2023-02-13,Café,Bebidas,Loja D,Curitiba,13.82,2,0.14,Vitor Gabriel Pires
2023-11-15,Refrigerante,Bebidas,Loja D,Belo Horizonte,24.97,14,0.11,Lucas Gabriel Nascimento
2023-09-12,Refrigerante,Bebidas,Loja C,Belo Horizonte,4.16,15,0.07,Sr. Augusto Fogaça
2023-11-27,Feijão,Alimentos,Loja C,São Paulo,16.84,17,0.15,Sr. Paulo da Mata
2023-11-26,Feijão,Alimentos,Loja C,Rio de Janeiro,7.63,3,0.11,Sophia Cardoso
2023-10-07,Sabonete,Higiene,Loja C,Rio de Janeiro,34.73,9,0.09,Calebe Lima
2023-12-16,Café,Bebidas,Loja B,Rio de Janeiro,49.93,18,0.27,Isis Novaes
2023-01-05,Café,Bebidas,Loja C,Curitiba,39.81,13,0.28,Isabelly Araújo
2023-10-24,Arroz,Alimentos,Loja D,Rio de Janeiro,43.68,8,0.07,Pedro Costela
2023-04-18,Leite,Laticínios,Loja B,Belo Horizonte,36.96,15,0.1,João Vitor Moreira
2023-02-13,Refrigerante,Bebidas,Loja B,Belo Horizonte,39.2,14,0.06,Rodrigo da Rosa
2023-08-19,Queijo,Laticínios,Loja A,Curitiba,9.53,5,0.09,Carlos Eduardo Lopes
2023-01-05,Leite,Laticínios,Loja C,Curitiba,13.6,14,0.21,Samuel da Cruz
2023-07-26,Queijo,Laticínios,Loja C,Curitiba,30.59,19,0.24,Emanuelly Cunha
2023-03-13,Detergente,Limpeza,Loja C,Belo Horizonte,49.07,7,0.28,Sra. Lorena Mendes
2023-02-02,Queijo,Laticínios,Loja D,Rio de Janeiro,25.31,11,0.17,Sra. Pietra Vieira
2023-08-20,Café,Bebidas,Loja A,Rio de Janeiro,7.9,18,0.05,Dra. Clara das Neves
2023-12-19,Macarrão,Alimentos,Loja D,São Paulo,11.77,3,0.27,Esther Almeida
2023-07-17,Café,Bebidas,Loja B,Rio de Janeiro,16.68,17,0.02,Daniela Souza
2023-01-30,Refrigerante,Bebidas,Loja A,Rio de Janeiro,18.36,14,0.12,Emanuelly da Cunha
2023-02-26,Detergente,Limpeza,Loja D,Belo Horizonte,37.93,13,0.29,Theo Aragão
2023-04-16,Detergente,Limpeza,Loja B,Curitiba,23.31,16,0.05,Anthony Almeida
2023-10-22,Café,Bebidas,Loja B,Belo Horizonte,15.95,1,0.3,Julia Barros
2023-08-17,Feijão,Alimentos,Loja D,Rio de Janeiro,27.72,19,0.26,Benjamin da Costa
2023-08-24,Leite,Laticínios,Loja A,São Paulo,16.53,15,0.1,Gabrielly da Rocha
2023-12-31,Café,Bebidas,Loja D,Rio de Janeiro,22.51,6,0.27,Matheus Souza
2023-08-10,Leite,Laticínios,Loja D,Rio de Janeiro,35.83,4,0.12,Elisa Almeida
2023-01-23,Sabonete,Higiene,Loja B,Curitiba,44.48,18,0.09,Srta. Vitória da Mata
2023-02-04,Sabonete,Higiene,Loja D,Belo Horizonte,49.64,18,0.04,Sr. Renan Ribeiro
2023-07-08,Feijão,Alimentos,Loja A,Curitiba,22.27,6,0.08,Nicole Cardoso
2023-09-17,Arroz,Alimentos,Loja D,São Paulo,6.44,15,0.11,Brenda Nascimento
2023-07-24,Sabonete,Higiene,Loja D,São Paulo,3.5,4,0.21,Letícia da Rocha
2023-03-11,Refrigerante,Bebidas,Loja D,Belo Horizonte,24.68,3,0.16,Isabel Teixeira
2023-05-05,Leite,Laticínios,Loja B,Belo Horizonte,41.56,6,0.05,Benício Duarte
2023-01-10,Macarrão,Alimentos,Loja A,Rio de Janeiro,16.82,18,0.22,Luiza Fernandes
2023-03-28,Feijão,Alimentos,Loja A,Curitiba,10.21,12,0.05,Breno Souza
2023-01-18,Queijo,Laticínios,Loja B,Belo Horizonte,35.75,17,0.19,Bianca Sales
2023-12-04,Feijão,Alimentos,Loja D,Curitiba,23.87,20,0.0,Isabel da Paz
2023-07-13,Sabonete,Higiene,Loja B,Curitiba,45.71,7,0.03,Lorena Castro
2023-08-04,Arroz,Alimentos,Loja A,Curitiba,41.56,3,0.07,Raquel Ramos
2023-02-19,Detergente,Limpeza,Loja B,São Paulo,22.54,4,0.24,Nina Costela
2023-06-15,Queijo,Laticínios,Loja B,Rio de Janeiro,46.91,13,0.28,Natália Silva
2023-03-03,Sabonete,Higiene,Loja B,São Paulo,19.76,6,0.0,Giovanna Vieira
2023-12-01,Refrigerante,Bebidas,Loja A,Belo Horizonte,13.0,8,0.02,Dra. Sabrina Novaes
2023-05-23,Macarrão,Alimentos,Loja C,São Paulo,6.16,7,0.12,Joana Costa
2023-11-03,Leite,Laticínios,Loja A,Rio de Janeiro,14.84,4,0.18,Carlos Eduardo Jesus
2023-11-20,Papel Higiênico,Higiene,Loja B,Curitiba,11.24,11,0.29,Olivia Cardoso
2023-12-08,Leite,Laticínios,Loja A,Curitiba,3.83,19,0.13,Gustavo Henrique Rodrigues
2023-09-19,Sabonete,Higiene,Loja A,Rio de Janeiro,4.0,4,0.09,Carlos Eduardo Barros
2023-08-08,Sabonete,Higiene,Loja A,São Paulo,9.47,16,0.09,Giovanna Pinto
2023-03-19,Papel Higiênico,Higiene,Loja B,São Paulo,14.19,20,0.3,Cauã Carvalho
2023-08-16,Refrigerante,Bebidas,Loja B,Curitiba,17.92,2,0.16,Henrique Nunes
2023-08-01,Café,Bebidas,Loja A,Rio de Janeiro,42.81,11,0.1,Ana Vitória Dias
2023-04-16,Queijo,Laticínios,Loja A,Rio de Janeiro,40.67,8,0.18,Luiz Miguel da Mata
2023-07-15,Queijo,Laticínios,Loja C,Rio de Janeiro,23.79,1,0.02,Isaac Mendes
2023-09-09,Feijão,Alimentos,Loja B,São Paulo,32.82,5,0.28,Esther Freitas
2023-03-06,Feijão,Alimentos,Loja B,Rio de Janeiro,14.11,3,0.13,Maitê Monteiro
2023-08-28,Café,Bebidas,Loja B,Rio de Janeiro,14.51,6,0.18,Ian Gonçalves
2023-06-05,Café,Bebidas,Loja D,Rio de Janeiro,15.78,16,0.02,Maria Fernanda Moraes
2023-07-04,Papel Higiênico,Higiene,Loja D,Rio de Janeiro,25.12,14,0.15,Leandro Jesus
2023-08-10,Detergente,Limpeza,Loja D,São Paulo,38.81,14,0.26,Daniel Dias
2023-06-03,Macarrão,Alimentos,Loja B,Rio de Janeiro,15.09,15,0.09,Luiz Otávio Duarte
2023-05-26,Papel Higiênico,Higiene,Loja D,São Paulo,18.66,16,0.06,Camila Sales
2023-04-08,Arroz,Alimentos,Loja A,Curitiba,26.1,14,0.28,Paulo Nascimento
2023-07-11,Papel Higiênico,Higiene,Loja D,Curitiba,33.13,19,0.02,Sr. João Pereira
2023-01-20,Feijão,Alimentos,Loja D,Rio de Janeiro,12.13,14,0.29,Sr. Vicente da Mata
2023-06-28,Queijo,Laticínios,Loja D,Curitiba,35.73,13,0.28,Benjamin Moura
2023-05-07,Sabonete,Higiene,Loja D,São Paulo,46.31,12,0.19,Dr. Vinicius Silveira
2023-12-13,Arroz,Alimentos,Loja B,Curitiba,31.46,5,0.08,Alana Cunha
2023-11-05,Macarrão,Alimentos,Loja B,São Paulo,8.49,3,0.19,Eduarda Peixoto
2023-07-16,Papel Higiênico,Higiene,Loja A,Rio de Janeiro,44.17,6,0.25,Nicole Cunha
2023-05-10,Café,Bebidas,Loja D,Curitiba,37.49,3,0.03,Pedro Lucas Monteiro
2023-10-21,Refrigerante,Bebidas,Loja B,Curitiba,38.19,13,0.21,Maria Vitória Jesus
2023-01-04,Detergente,Limpeza,Loja D,São Paulo,7.55,14,0.16,João Cardoso
2023-12-02,Café,Bebidas,Loja D,Rio de Janeiro,11.29,6,0.21,João Gabriel Lima
2023-04-12,Leite,Laticínios,Loja B,São Paulo,24.18,7,0.06,Caroline da Rocha
2023-01-31,Detergente,Limpeza,Loja B,Curitiba,49.2,14,0.13,Samuel Cunha
2023-11-16,Feijão,Alimentos,Loja B,São Paulo,16.78,13,0.04,João Gabriel Teixeira
2023-02-02,Refrigerante,Bebidas,Loja A,Rio de Janeiro,25.46,4,0.0,Raquel Gomes
2023-05-17,Arroz,Alimentos,Loja A,São Paulo,12.92,1,0.11,Noah Peixoto
2023-09-24,Café,Bebidas,Loja D,Belo Horizonte,38.57,20,0.13,Dra. Agatha Porto
2023-07-09,Refrigerante,Bebidas,Loja C,Rio de Janeiro,47.23,13,0.11,Samuel Moura
2023-01-30,Refrigerante,Bebidas,Loja C,São Paulo,3.14,13,0.22,Ryan Nunes
2023-03-13,Arroz,Alimentos,Loja A,Curitiba,47.7,8,0.11,Clarice Costa
2023-11-13,Leite,Laticínios,Loja D,Rio de Janeiro,3.15,11,0.0,Maysa Fernandes
2023-07-04,Arroz,Alimentos,Loja C,Belo Horizonte,13.98,16,0.12,Sr. Theo Rezende
2023-11-10,Feijão,Alimentos,Loja C,Belo Horizonte,47.14,16,0.3,Benício da Costa
2023-12-25,Feijão,Alimentos,Loja D,Curitiba,31.54,5,0.26,João Lucas da Mota
2023-10-20,Queijo,Laticínios,Loja A,Rio de Janeiro,26.4,3,0.09,Letícia Rezende
2023-12-11,Queijo,Laticínios,Loja D,Rio de Janeiro,45.13,4,0.14,Benjamin Silveira
2023-10-04,Sabonete,Higiene,Loja B,Rio de Janeiro,11.01,3,0.03,Ana Júlia Teixeira
2023-01-15,Detergente,Limpeza,Loja C,Belo Horizonte,39.02,8,0.22,Catarina da Cruz
2023-12-07,Leite,Laticínios,Loja A,Rio de Janeiro,46.37,16,0.03,Catarina Teixeira
2023-12-21,Refrigerante,Bebidas,Loja B,São Paulo,33.27,13,0.27,Helena Barros
2023-07-15,Queijo,Laticínios,Loja D,Rio de Janeiro,13.51,4,0.09,Pedro Ribeiro
2023-02-27,Feijão,Alimentos,Loja C,Rio de Janeiro,38.0,4,0.17,Vitória Alves
2023-03-07,Refrigerante,Bebidas,Loja D,São Paulo,17.61,19,0.16,Antônio Gonçalves
2023-07-18,Papel Higiênico,Higiene,Loja C,Curitiba,40.48,5,0.16,Natália Pires
2023-11-05,Macarrão,Alimentos,Loja B,São Paulo,21.58,18,0.26,Otávio Farias
2023-06-11,Detergente,Limpeza,Loja C,Rio de Janeiro,26.49,15,0.04,Sr. Luiz Miguel das Neves
2023-05-26,Detergente,Limpeza,Loja A,Curitiba,17.52,4,0.08,João Miguel da Luz
2023-12-28,Macarrão,Alimentos,Loja D,Rio de Janeiro,26.27,13,0.02,Luna da Rocha
2023-06-20,Detergente,Limpeza,Loja B,Rio de Janeiro,35.92,2,0.28,Dra. Mariana da Mata
2023-04-02,Leite,Laticínios,Loja D,Curitiba,49.27,6,0.3,Gabriel Novaes
2023-10-08,Papel Higiênico,Higiene,Loja C,Belo Horizonte,34.86,12,0.23,Caroline Costela
2023-07-20,Feijão,Alimentos,Loja C,Curitiba,35.73,7,0.21,Marcela Correia
2023-10-08,Papel Higiênico,Higiene,Loja A,Rio de Janeiro,18.2,19,0.26,Dr. Raul Vieira
2023-01-28,Café,Bebidas,Loja D,Rio de Janeiro,30.13,15,0.21,Luigi da Mota
2023-05-30,Detergente,Limpeza,Loja B,Rio de Janeiro,40.8,7,0.22,Sra. Manuela Freitas
2023-01-05,Refrigerante,Bebidas,Loja A,Rio de Janeiro,20.7,14,0.2,Davi Santos
2023-03-28,Arroz,Alimentos,Loja A,Curitiba,48.79,6,0.28,Matheus Oliveira
2023-03-02,Queijo,Laticínios,Loja C,Belo Horizonte,48.58,13,0.07,Bruno Oliveira
2023-03-02,Sabonete,Higiene,Loja D,Belo Horizonte,17.23,20,0.29,Ana Fernandes
2023-12-01,Papel Higiênico,Higiene,Loja A,Belo Horizonte,43.65,13,0.08,Marcelo Moraes
2023-12-01,Leite,Laticínios,Loja C,São Paulo,8.64,3,0.04,Nicolas da Conceição
2023-11-25,Queijo,Laticínios,Loja B,São Paulo,30.58,19,0.14,Maria Clara Cunha
2023-12-22,Feijão,Alimentos,Loja B,Belo Horizonte,25.76,14,0.09,Marina Martins
2023-03-06,Feijão,Alimentos,Loja C,São Paulo,36.55,18,0.06,Elisa Porto
2023-12-25,Arroz,Alimentos,Loja D,Belo Horizonte,6.0,19,0.16,Raquel Moreira
2023-11-30,Feijão,Alimentos,Loja B,São Paulo,11.49,20,0.21,Luiz Gustavo Barros
2023-01-03,Queijo,Laticínios,Loja D,Curitiba,8.78,5,0.17,Olivia Carvalho
2023-12-01,Detergente,Limpeza,Loja A,Curitiba,43.02,2,0.03,Ana Julia Cavalcanti
2023-03-05,Queijo,Laticínios,Loja C,Curitiba,48.41,6,0.13,Rebeca Moreira
2023-12-03,Arroz,Alimentos,Loja B,Curitiba,5.17,17,0.27,Maria Julia Barbosa
2023-05-31,Queijo,Laticínios,Loja D,Rio de Janeiro,30.12,11,0.16,André da Cruz
2023-06-30,Macarrão,Alimentos,Loja B,São Paulo,34.14,2,0.07,João Lucas Rodrigues
2023-04-07,Detergente,Limpeza,Loja C,Rio de Janeiro,48.0,20,0.17,Ana Carolina Dias
2023-10-30,Refrigerante,Bebidas,Loja C,Rio de Janeiro,37.27,14,0.02,Ana Carolina Alves
2023-05-11,Café,Bebidas,Loja D,Rio de Janeiro,21.8,3,0.28,Sra. Brenda Rocha
2023-12-13,Papel Higiênico,Higiene,Loja B,Rio de Janeiro,6.32,9,0.3,Dr. Luiz Fernando Ribeiro
2023-12-23,Sabonete,Higiene,Loja C,Rio de Janeiro,22.73,5,0.09,Ana Clara da Luz
2023-08-11,Papel Higiênico,Higiene,Loja A,Rio de Janeiro,6.64,4,0.16,Mariana Peixoto
2023-12-17,Queijo,Laticínios,Loja D,São Paulo,18.48,3,0.11,Rafaela Silveira
2023-06-20,Café,Bebidas,Loja B,Rio de Janeiro,15.86,4,0.11,Murilo Nogueira
2023-04-24,Papel Higiênico,Higiene,Loja A,São Paulo,11.26,10,0.18,Nicolas Moreira
2023-09-08,Feijão,Alimentos,Loja C,Curitiba,28.92,20,0.03,Rodrigo Rocha
2023-01-25,Detergente,Limpeza,Loja C,Belo Horizonte,11.49,18,0.17,Juliana Duarte
2023-07-26,Leite,Laticínios,Loja B,Curitiba,3.45,17,0.21,Júlia Souza
2023-12-03,Detergente,Limpeza,Loja B,Belo Horizonte,29.68,9,0.02,Bárbara da Rocha
2023-11-24,Refrigerante,Bebidas,Loja B,Belo Horizonte,36.22,6,0.13,Francisco Vieira
2023-07-01,Leite,Laticínios,Loja C,Curitiba,47.77,17,0.28,Marcela Sales
2023-04-28,Café,Bebidas,Loja A,Curitiba,22.11,11,0.25,Gabriel Martins
2023-11-21,Feijão,Alimentos,Loja A,Rio de Janeiro,47.41,6,0.17,Srta. Marcela da Mota
2023-02-13,Café,Bebidas,Loja D,São Paulo,48.22,14,0.2,Mariana Caldeira
2023-03-11,Leite,Laticínios,Loja D,São Paulo,22.06,20,0.06,Sr. Lucca Sales
2023-01-04,Papel Higiênico,Higiene,Loja C,Rio de Janeiro,49.73,17,0.21,Ana Clara Melo
2023-01-22,Macarrão,Alimentos,Loja D,Rio de Janeiro,34.7,17,0.27,Sr. Enzo Gabriel Pinto
2023-03-31,Feijão,Alimentos,Loja C,Rio de Janeiro,27.14,2,0.13,Lavínia Rezende
2023-07-14,Detergente,Limpeza,Loja C,São Paulo,18.88,8,0.25,Nicolas Alves
2023-03-02,Café,Bebidas,Loja C,Belo Horizonte,16.8,7,0.0,Srta. Olivia Alves
2023-11-20,Macarrão,Alimentos,Loja D,Rio de Janeiro,46.38,17,0.25,Cauê Teixeira
2023-01-19,Leite,Laticínios,Loja D,São Paulo,19.72,20,0.14,Anthony Moreira
2023-06-02,Refrigerante,Bebidas,Loja A,São Paulo,19.44,6,0.12,Sr. Vinicius da Costa
2023-01-05,Feijão,Alimentos,Loja D,Belo Horizonte,12.28,17,0.15,Eduardo Moreira
2023-03-20,Papel Higiênico,Higiene,Loja A,Belo Horizonte,3.32,9,0.07,André Viana
2023-07-22,Refrigerante,Bebidas,Loja C,Curitiba,23.13,6,0.16,Maria Fernanda Araújo
2023-05-18,Feijão,Alimentos,Loja D,Belo Horizonte,10.61,12,0.22,Arthur da Mota
2023-01-03,Refrigerante,Bebidas,Loja B,São Paulo,11.91,2,0.04,Valentina Novaes
2023-08-04,Refrigerante,Bebidas,Loja A,Rio de Janeiro,34.31,16,0.29,Valentina Rodrigues
2023-05-17,Feijão,Alimentos,Loja D,Belo Horizonte,28.86,5,0.1,Guilherme Jesus
2023-07-24,Queijo,Laticínios,Loja D,Rio de Janeiro,8.16,4,0.24,Miguel Porto
2023-03-06,Detergente,Limpeza,Loja C,São Paulo,39.07,8,0.02,Luiz Miguel Campos
2023-06-25,Papel Higiênico,Higiene,Loja A,Belo Horizonte,25.57,10,0.15,Alice Melo
2023-08-08,Sabonete,Higiene,Loja B,Rio de Janeiro,14.72,4,0.26,Caio Ribeiro
2023-12-25,Sabonete,Higiene,Loja D,Rio de Janeiro,25.27,4,0.21,Dra. Laura Novaes
2023-09-15,Macarrão,Alimentos,Loja B,Rio de Janeiro,49.65,19,0.19,Heitor Costa
